GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.eip.publish.subscribe,App.new RouteBuilder() {...},0,24,0,0,0,3,0,2,0,2
JaCoCo Coverage Report,com.iluwatar.eip.publish.subscribe,App,3,34,0,0,1,9,1,3,1,3
