GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.registry,CustomerRegistry,0,29,0,0,0,7,0,5,0,5
JaCoCo Coverage Report,com.iluwatar.registry,Customer,6,15,0,0,1,6,1,3,1,3
JaCoCo Coverage Report,com.iluwatar.registry,App,42,0,0,0,10,0,3,0,3,0
