GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,default,App,9,23,2,2,3,8,3,1,1,1
JaCoCo Coverage Report,default,Thief,4,11,0,0,2,4,1,3,1,3
JaCoCo Coverage Report,default,Guard,0,11,0,0,0,4,0,3,0,3
