GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.value.object,HeroStat,12,93,2,10,4,24,5,9,3,5
JaCoCo Coverage Report,com.iluwatar.value.object,App,3,38,0,0,1,8,1,2,1,2
