GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.nullobject,NodeImpl,0,54,0,4,0,16,0,9,0,7
JaCoCo Coverage Report,com.iluwatar.nullobject,App,3,30,0,0,1,7,1,1,1,1
JaCoCo Coverage Report,com.iluwatar.nullobject,NullNode,1,15,0,0,1,6,1,6,1,6
