GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.event.queue,App,38,0,0,0,10,0,3,0,3,0
JaCoCo Coverage Report,com.iluwatar.event.queue,PlayMessage,3,20,0,0,1,9,1,4,1,4
JaCoCo Coverage Report,com.iluwatar.event.queue,Audio,44,142,5,13,11,40,5,16,1,11
