GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.eip.wiretap,App,0,28,0,0,0,7,0,2,0,2
JaCoCo Coverage Report,com.iluwatar.eip.wiretap,App.new RouteBuilder() {...},0,16,0,0,0,4,0,2,0,2
JaCoCo Coverage Report,com.iluwatar.eip.wiretap.routes,WireTapRoute,0,21,0,0,0,4,0,2,0,2
