GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.servant,App,3,70,0,2,1,19,1,4,1,3
JaCoCo Coverage Report,com.iluwatar.servant,Queen,0,44,2,6,0,15,2,9,0,7
JaCoCo Coverage Report,com.iluwatar.servant,Servant,0,20,0,0,0,10,0,5,0,5
JaCoCo Coverage Report,com.iluwatar.servant,King,0,37,0,6,0,14,0,9,0,6
