GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,com.iluwatar.mute,App.new Resource() {...},0,9,0,0,0,2,0,2,0,2
JaCoCo Coverage Report,com.iluwatar.mute,Mute,3,14,0,0,2,8,0,2,0,2
JaCoCo Coverage Report,com.iluwatar.mute,App,3,49,0,0,1,17,1,8,1,8
